"","Axis.1","Axis.2","site","year","HydroBasin","Country"
"S1245_2010",-0.0868342451788212,0.0314344788271551,"S1245",2010,"2080017150","ESP"
"S1245_2011",-0.132251128745173,0.0278495671425503,"S1245",2011,"2080017150","ESP"
"S1245_2004",-0.0629286486242624,0.035305436129867,"S1245",2004,"2080017150","ESP"
"S1245_2006",-0.0835106152451563,0.00908925577257201,"S1245",2006,"2080017150","ESP"
"S1245_2007",-0.113611931936963,0.00662390175919379,"S1245",2007,"2080017150","ESP"
"S1245_2008",-0.128141562022027,0.0317190077492461,"S1245",2008,"2080017150","ESP"
"S1245_2009",-0.107327361782355,0.0481804724591116,"S1245",2009,"2080017150","ESP"
"S1245_2012",-0.0905865286361134,0.0138407993300525,"S1245",2012,"2080017150","ESP"
"S1245_2013",-0.0892988549111363,0.0115452355859063,"S1245",2013,"2080017150","ESP"
"S1249_2004",0.143388112838911,-0.0644616047639008,"S1249",2004,"2080033080","SWE"
"S1249_2006",0.14194579071016,-0.0666996492444076,"S1249",2006,"2080033080","SWE"
"S1249_2007",0.144708911898432,-0.0624317923608532,"S1249",2007,"2080033080","SWE"
"S1249_2008",0.14194579071016,-0.0666996492444075,"S1249",2008,"2080033080","SWE"
"S1249_2009",0.138991330993006,-0.060776613454261,"S1249",2009,"2080033080","SWE"
"S1249_2010",0.136833937315277,-0.060099516358517,"S1249",2010,"2080033080","SWE"
"S1249_2011",0.137444662802239,-0.0651879848641138,"S1249",2011,"2080033080","SWE"
"S1249_2012",0.14194579071016,-0.0666996492444075,"S1249",2012,"2080033080","SWE"
"S1249_2013",0.14194579071016,-0.0666996492444076,"S1249",2013,"2080033080","SWE"
"S1249_2005",0.14194579071016,-0.0666996492444076,"S1249",2005,"2080033080","SWE"
"S1251_2004",0.0238666424097919,-0.0938062917985161,"S1251",2004,"2080033080","SWE"
"S1251_2006",-0.0584871272898837,-0.0880603707565005,"S1251",2006,"2080033080","SWE"
"S1251_2007",-0.105160008698069,-0.110971257312482,"S1251",2007,"2080033080","SWE"
"S1251_2008",-0.10185746351575,-0.110581385295039,"S1251",2008,"2080033080","SWE"
"S1251_2009",-0.166639966844118,-0.119201677754687,"S1251",2009,"2080033080","SWE"
"S1251_2010",-0.033659863976539,-0.0915753521262312,"S1251",2010,"2080033080","SWE"
"S1251_2011",-0.12178471517846,-0.111364022970643,"S1251",2011,"2080033080","SWE"
"S1251_2012",-0.116859131331097,-0.11088674028648,"S1251",2012,"2080033080","SWE"
"S1251_2013",-0.0207944593322412,-0.0894535667352972,"S1251",2013,"2080033080","SWE"
"S1251_2005",-0.0553389294907136,-0.100894485872278,"S1251",2005,"2080033080","SWE"
"S1265_2004",0.260108060584469,-0.0488555860845155,"S1265",2004,"2080033090","SWE"
"S1265_2005",0.241719381127643,-0.0588942109953048,"S1265",2005,"2080033090","SWE"
"S1265_2006",0.229584022005152,-0.0562234475260546,"S1265",2006,"2080033090","SWE"
"S1265_2007",0.173822827117478,-0.040067623441746,"S1265",2007,"2080033090","SWE"
"S1265_2011",0.0232883537507217,-0.0215122919623779,"S1265",2011,"2080033090","SWE"
"S1265_2008",0.174970328734425,-0.031143710221919,"S1265",2008,"2080033090","SWE"
"S1265_2009",0.189856388060159,-0.0426405514615147,"S1265",2009,"2080033090","SWE"
"S1265_2010",0.158202034073318,-0.0327877291151145,"S1265",2010,"2080033090","SWE"
"S1265_2013",0.138457502910229,-0.034857434853579,"S1265",2013,"2080033090","SWE"
"S1266_2007",0.14194579071016,-0.0666996492444076,"S1266",2007,"2080033020","SWE"
"S1266_2011",0.023813486278413,0.0123419200924285,"S1266",2011,"2080033020","SWE"
"S1266_2004",0.11223981740607,0.00708261193775777,"S1266",2004,"2080033020","SWE"
"S1266_2005",0.111272047173684,-0.0353348871197918,"S1266",2005,"2080033020","SWE"
"S1266_2009",-0.069526766342569,-0.00409416862540038,"S1266",2009,"2080033020","SWE"
"S1266_2010",-0.0112478354596903,-0.00757905093042337,"S1266",2010,"2080033020","SWE"
"S1266_2012",0.00757204184231036,-0.0149579518892095,"S1266",2012,"2080033020","SWE"
"S1266_2013",-0.0280750460336591,-0.0199166696620829,"S1266",2013,"2080033020","SWE"
"S1266_2006",0.0938697914547839,-0.0194186622749885,"S1266",2006,"2080033020","SWE"
"S1275_2007",-0.0407365951224934,0.0961626600544474,"S1275",2007,"2080053790","GBR"
"S1275_2006",-0.000750449924383221,0.0926870358728709,"S1275",2006,"2080053790","GBR"
"S1275_2011",-0.0173659603511408,0.108393522627907,"S1275",2011,"2080053790","GBR"
"S1275_2012",-0.00514188443599668,0.102340780921765,"S1275",2012,"2080053790","GBR"
"S1275_2005",0.0102491680030557,0.114603973678558,"S1275",2005,"2080053790","GBR"
"S1275_2004",0.032696215466293,0.117308696359691,"S1275",2004,"2080053790","GBR"
"S1275_2008",0.0645687584572019,0.132452936308443,"S1275",2008,"2080053790","GBR"
"S1275_2009",0.0409840630583595,0.0990955396219004,"S1275",2009,"2080053790","GBR"
"S1275_2010",-0.0627617339085005,0.0835873997183893,"S1275",2010,"2080053790","GBR"
"S1277_2004",-0.165434602182371,-0.114932368399295,"S1277",2004,"2080033080","SWE"
"S1277_2006",-0.0485753308243586,-0.0697405563826242,"S1277",2006,"2080033080","SWE"
"S1277_2007",-0.180969931385969,-0.106900339985568,"S1277",2007,"2080033080","SWE"
"S1277_2008",-0.167022070187469,-0.119126103891595,"S1277",2008,"2080033080","SWE"
"S1277_2009",-0.189062712646241,-0.10247558029193,"S1277",2009,"2080033080","SWE"
"S1277_2010",-0.160113116771871,-0.112657299551561,"S1277",2010,"2080033080","SWE"
"S1277_2011",-0.164316874380801,-0.111122343812001,"S1277",2011,"2080033080","SWE"
"S1277_2012",-0.0814051788559217,-0.101848261430691,"S1277",2012,"2080033080","SWE"
"S1277_2013",-0.16554479814131,-0.0890790959852938,"S1277",2013,"2080033080","SWE"
"S1277_2005",-0.106087621634936,-0.103227241383115,"S1277",2005,"2080033080","SWE"
"S1283_2011",0.0404413827535857,0.0546805860495803,"S1283",2011,"2080032670","SWE"
"S1283_2012",0.00912766152287642,0.0361066404010681,"S1283",2012,"2080032670","SWE"
"S1283_2013",0.0612742832848254,0.052401961816602,"S1283",2013,"2080032670","SWE"
"S1283_2004",0.107399982618224,0.120715384879978,"S1283",2004,"2080032670","SWE"
"S1283_2006",0.0345646027852335,0.061968544721821,"S1283",2006,"2080032670","SWE"
"S1283_2007",0.0432692678784787,0.1069676323959,"S1283",2007,"2080032670","SWE"
"S1283_2008",-0.10974910956351,0.0643760057486759,"S1283",2008,"2080032670","SWE"
"S1283_2009",0.102293458018654,0.0431384875747763,"S1283",2009,"2080032670","SWE"
"S1283_2010",0.0776501180524097,0.0274032891050936,"S1283",2010,"2080032670","SWE"
"S1288_2004",0.150839818106395,-0.0323220178183531,"S1288",2004,"2080033080","SWE"
"S1288_2005",0.227204941581443,-0.0506911286186173,"S1288",2005,"2080033080","SWE"
"S1288_2006",0.115154160138886,-0.0189493488552999,"S1288",2006,"2080033080","SWE"
"S1288_2007",0.253486769233993,-0.0212613640282026,"S1288",2007,"2080033080","SWE"
"S1288_2010",0.20794438939453,-0.0477523701971086,"S1288",2010,"2080033080","SWE"
"S1288_2011",0.243751070110681,-0.0459908615512657,"S1288",2011,"2080033080","SWE"
"S1288_2013",0.214781144732344,-0.0261901738976372,"S1288",2013,"2080033080","SWE"
"S1288_2008",0.250494409306797,-0.0503324163376946,"S1288",2008,"2080033080","SWE"
"S1288_2009",0.219138757188538,-0.0420387427740948,"S1288",2009,"2080033080","SWE"
"S1288_2012",0.208286685156162,-0.0435728713575803,"S1288",2012,"2080033080","SWE"
"S1296_2005",-0.0317526547904337,0.142069992684699,"S1296",2005,"7080047060","USA"
"S1296_2006",-0.18025109761048,0.00363895881233856,"S1296",2006,"7080047060","USA"
"S1296_2004",-0.0979202291918219,0.0976613879036833,"S1296",2004,"7080047060","USA"
"S1296_2009",-0.0689968048604873,0.0997870974913684,"S1296",2009,"7080047060","USA"
"S1296_2010",-0.0326672527234531,0.0837511147486863,"S1296",2010,"7080047060","USA"
"S1296_2012",-0.0283975898421487,0.150211294456828,"S1296",2012,"7080047060","USA"
"S1296_2011",-0.0265110437435333,0.0888206196171752,"S1296",2011,"7080047060","USA"
"S1296_2007",-0.00539838006234486,0.154535871223192,"S1296",2007,"7080047060","USA"
"S1296_2008",-0.0819367803744468,0.0670808011343898,"S1296",2008,"7080047060","USA"
"S1296_2013",-0.152331960178882,0.0293617560905423,"S1296",2013,"7080047060","USA"
"S1298_2004",0.0593923625316917,0.0734974754131466,"S1298",2004,"7080047060","USA"
"S1298_2005",-0.0269993920577064,0.123496882906176,"S1298",2005,"7080047060","USA"
"S1298_2006",-0.00458397301617101,0.0665416271532227,"S1298",2006,"7080047060","USA"
"S1298_2007",-0.0281225881321666,0.0669659290232133,"S1298",2007,"7080047060","USA"
"S1298_2008",-0.0210926481963094,0.05137575556815,"S1298",2008,"7080047060","USA"
"S1298_2009",-0.0770913598672264,0.0540048751000033,"S1298",2009,"7080047060","USA"
"S1298_2010",-0.0547219348509749,0.0928484687238783,"S1298",2010,"7080047060","USA"
"S1298_2011",-0.162069375758159,0.00260695693459105,"S1298",2011,"7080047060","USA"
"S1298_2012",-0.0849761839619485,0.0445048104407621,"S1298",2012,"7080047060","USA"
"S1298_2013",-0.099255026844695,0.044832806594144,"S1298",2013,"7080047060","USA"
"S1355_2004",-0.0512449153091814,-0.0115770942469736,"S1355",2004,"2080033090","SWE"
"S1355_2006",-0.0990056208668241,0.00889024896255475,"S1355",2006,"2080033090","SWE"
"S1355_2007",-0.0166456902209592,-0.023698718735052,"S1355",2007,"2080033090","SWE"
"S1355_2008",-0.0213838051284619,-0.0194771215921013,"S1355",2008,"2080033090","SWE"
"S1355_2009",-0.043986362569458,-0.0105982285530831,"S1355",2009,"2080033090","SWE"
"S1355_2011",0.0177684937139679,-0.0273077886177539,"S1355",2011,"2080033090","SWE"
"S1355_2012",-0.0321648817934198,-0.0115127908387648,"S1355",2012,"2080033090","SWE"
"S1355_2013",-0.120762146188016,0.0192703093063152,"S1355",2013,"2080033090","SWE"
"S1355_2005",0.0730398105733401,-0.0423165673621495,"S1355",2005,"2080033090","SWE"
"S1362_2005",0.104395788481284,0.169232479661339,"S1362",2005,"2080032670","SWE"
"S1362_2011",0.0709862607415212,0.159283851926772,"S1362",2011,"2080032670","SWE"
"S1362_2012",0.0958380320396128,0.171753635280789,"S1362",2012,"2080032670","SWE"
"S1362_2013",0.121577799747784,0.166867942582047,"S1362",2013,"2080032670","SWE"
"S1362_2004",0.154162251427716,0.161209801156497,"S1362",2004,"2080032670","SWE"
"S1362_2006",0.122581404527444,0.184603391381478,"S1362",2006,"2080032670","SWE"
"S1362_2008",0.143702252275891,0.195678095048225,"S1362",2008,"2080032670","SWE"
"S1362_2009",0.136407242002534,0.150726007048958,"S1362",2009,"2080032670","SWE"
"S1362_2010",0.0847056460513052,0.165810393958562,"S1362",2010,"2080032670","SWE"
"S1387_2004",0.14194579071016,-0.0666996492444075,"S1387",2004,"2080033090","SWE"
"S1387_2006",0.12819521624086,-0.0621849063040143,"S1387",2006,"2080033090","SWE"
"S1387_2007",0.097304696566136,-0.047913975128784,"S1387",2007,"2080033090","SWE"
"S1387_2009",0.135126621566533,-0.0644120896453382,"S1387",2009,"2080033090","SWE"
"S1387_2011",0.130677377751457,-0.062964571361916,"S1387",2011,"2080033090","SWE"
"S1387_2012",0.14194579071016,-0.0666996492444075,"S1387",2012,"2080033090","SWE"
"S1387_2013",0.14194579071016,-0.0666996492444075,"S1387",2013,"2080033090","SWE"
"S1387_2005",0.14194579071016,-0.0666996492444075,"S1387",2005,"2080033090","SWE"
"S1387_2008",0.14194579071016,-0.0666996492444075,"S1387",2008,"2080033090","SWE"
"S1387_2010",0.148299693309571,-0.0569924013863091,"S1387",2010,"2080033090","SWE"
"S1392_2007",-0.101480915309661,0.0100531514065062,"S1392",2007,"2080033090","SWE"
"S1392_2005",0.0280312977197655,-0.032023708451768,"S1392",2005,"2080033090","SWE"
"S1392_2006",-0.131239099962189,0.0276598571187358,"S1392",2006,"2080033090","SWE"
"S1392_2012",-0.144384982606939,0.0294033531607324,"S1392",2012,"2080033090","SWE"
"S1392_2013",-0.16921024925745,0.0410287918435281,"S1392",2013,"2080033090","SWE"
"S1392_2004",0.0653932549171053,-0.0349890168966574,"S1392",2004,"2080033090","SWE"
"S1392_2008",0.03910421642021,-0.0285006348927223,"S1392",2008,"2080033090","SWE"
"S1392_2009",-0.155695935217076,0.0355244728402807,"S1392",2009,"2080033090","SWE"
"S1392_2010",-0.0810161057238348,0.000869647113764024,"S1392",2010,"2080033090","SWE"
"S1397_2006",0.141945790710161,-0.0666996492444075,"S1397",2006,"2080033080","SWE"
"S1397_2007",0.141945790710161,-0.0666996492444075,"S1397",2007,"2080033080","SWE"
"S1397_2009",0.141945790710161,-0.0666996492444075,"S1397",2009,"2080033080","SWE"
"S1397_2010",0.141945790710161,-0.0666996492444075,"S1397",2010,"2080033080","SWE"
"S1397_2004",0.141945790710161,-0.0666996492444075,"S1397",2004,"2080033080","SWE"
"S1397_2005",0.141945790710161,-0.0666996492444075,"S1397",2005,"2080033080","SWE"
"S1397_2008",0.141945790710161,-0.0666996492444075,"S1397",2008,"2080033080","SWE"
"S1397_2011",0.141945790710161,-0.0666996492444075,"S1397",2011,"2080033080","SWE"
"S1397_2012",0.141945790710161,-0.0666996492444075,"S1397",2012,"2080033080","SWE"
"S1397_2013",0.141945790710161,-0.0666996492444075,"S1397",2013,"2080033080","SWE"
"S1414_2007",0.129266643129255,-0.0615260228347129,"S1414",2007,"2080033090","SWE"
"S1414_2011",0.0675782709989756,-0.0244734851836265,"S1414",2011,"2080033090","SWE"
"S1414_2005",0.00355236686008628,-0.0272565685570253,"S1414",2005,"2080033090","SWE"
"S1414_2006",-0.0178113004775038,-0.0121224929163533,"S1414",2006,"2080033090","SWE"
"S1414_2012",-0.0905228370418222,0.00507068630785877,"S1414",2012,"2080033090","SWE"
"S1414_2013",-0.0380343236852239,-0.00124257604707114,"S1414",2013,"2080033090","SWE"
"S1414_2004",0.125260885654066,-0.0612652517601287,"S1414",2004,"2080033090","SWE"
"S1414_2008",0.0946728345873127,-0.0420366644137538,"S1414",2008,"2080033090","SWE"
"S1414_2009",0.0977542057812224,-0.0526482042804049,"S1414",2009,"2080033090","SWE"
"S1414_2010",0.0762790518746287,-0.0460189488192124,"S1414",2010,"2080033090","SWE"
"S1416_2007",-0.189797462987054,0.0485349294759407,"S1416",2007,"2080033090","SWE"
"S1416_2011",0.141945790710161,-0.0666996492444075,"S1416",2011,"2080033090","SWE"
"S1416_2005",-0.132686902237364,0.0569866314359145,"S1416",2005,"2080033090","SWE"
"S1416_2006",-0.0855787497862127,0.0386264647090818,"S1416",2006,"2080033090","SWE"
"S1416_2012",-0.144887233713449,0.0469692847125825,"S1416",2012,"2080033090","SWE"
"S1416_2013",-0.0503872449020618,0.0927495141289501,"S1416",2013,"2080033090","SWE"
"S1416_2004",-0.0087153951292321,-0.0144605608853741,"S1416",2004,"2080033090","SWE"
"S1416_2008",0.014713984717716,-0.0131144833768616,"S1416",2008,"2080033090","SWE"
"S1416_2010",-0.189797462987054,0.0485349294759407,"S1416",2010,"2080033090","SWE"
"S1427_2007",0.120367886269006,-0.0597273712930161,"S1427",2007,"2080033080","SWE"
"S1427_2006",0.0449755946858242,-0.0174348469372071,"S1427",2006,"2080033080","SWE"
"S1427_2009",0.143057860656472,-0.060638893411116,"S1427",2009,"2080033080","SWE"
"S1427_2012",0.126203756578726,-0.0615621157287352,"S1427",2012,"2080033080","SWE"
"S1427_2004",0.141945790710161,-0.0666996492444076,"S1427",2004,"2080033080","SWE"
"S1427_2008",0.0314858643144134,0.00639502717026784,"S1427",2008,"2080033080","SWE"
"S1427_2010",0.133879293926183,-0.0547985910849503,"S1427",2010,"2080033080","SWE"
"S1427_2011",0.141945790710161,-0.0666996492444075,"S1427",2011,"2080033080","SWE"
"S1427_2013",0.135010996165216,-0.0530459678966689,"S1427",2013,"2080033080","SWE"
"S1438_2007",0.141945790710161,-0.0666996492444075,"S1438",2007,"2080033080","SWE"
"S1438_2006",0.141945790710161,-0.0666996492444076,"S1438",2006,"2080033080","SWE"
"S1438_2009",0.0935609013040876,-0.0513308162587868,"S1438",2009,"2080033080","SWE"
"S1438_2012",0.150206318601699,-0.0505220846245323,"S1438",2012,"2080033080","SWE"
"S1438_2004",0.141945790710161,-0.0666996492444075,"S1438",2004,"2080033080","SWE"
"S1438_2005",0.141945790710161,-0.0666996492444075,"S1438",2005,"2080033080","SWE"
"S1438_2008",0.132616164459055,-0.0635871577285379,"S1438",2008,"2080033080","SWE"
"S1438_2010",0.141945790710161,-0.0666996492444075,"S1438",2010,"2080033080","SWE"
"S1438_2011",0.150610919487358,-0.0497175208995142,"S1438",2011,"2080033080","SWE"
"S1438_2013",0.0720384967187275,-0.023381116306039,"S1438",2013,"2080033080","SWE"
"S1468_2007",-0.360295910451383,-0.226512293126213,"S1468",2007,"2080016510","FRA"
"S1468_2008",-0.360295910451383,-0.226512293126213,"S1468",2008,"2080016510","FRA"
"S1468_2009",-0.0616833361154867,0.0826777110871035,"S1468",2009,"2080016510","FRA"
"S1468_2010",-0.069924161654342,0.0498636981608657,"S1468",2010,"2080016510","FRA"
"S1468_2011",-0.0819819834659243,0.0168768489522224,"S1468",2011,"2080016510","FRA"
"S1468_2004",-0.360295910451383,-0.226512293126213,"S1468",2004,"2080016510","FRA"
"S1468_2005",-0.0524233295337551,0.0107550618776709,"S1468",2005,"2080016510","FRA"
"S1468_2006",-0.360295910451383,-0.226512293126213,"S1468",2006,"2080016510","FRA"
"S1468_2012",-0.0363208777274119,0.0595349122243899,"S1468",2012,"2080016510","FRA"
"S1468_2013",-0.0765372622462784,0.0286090888819155,"S1468",2013,"2080016510","FRA"
"S1481_2004",-0.360295910451383,-0.226512293126213,"S1481",2004,"2080016510","FRA"
"S1481_2007",-0.360295910451383,-0.226512293126213,"S1481",2007,"2080016510","FRA"
"S1481_2008",-0.0761612949494149,0.0134631162060277,"S1481",2008,"2080016510","FRA"
"S1481_2012",-0.0445049351686953,0.0285767936814472,"S1481",2012,"2080016510","FRA"
"S1481_2005",-0.133924548462299,-0.0326688195048054,"S1481",2005,"2080016510","FRA"
"S1481_2006",-0.12525898152193,-0.0367745760209591,"S1481",2006,"2080016510","FRA"
"S1481_2009",-0.0434891094368961,0.0553106887886397,"S1481",2009,"2080016510","FRA"
"S1481_2010",-0.360295910451383,-0.226512293126213,"S1481",2010,"2080016510","FRA"
"S1481_2011",-0.360295910451383,-0.226512293126213,"S1481",2011,"2080016510","FRA"
"S1481_2013",-0.230332517600939,-0.0841172742908914,"S1481",2013,"2080016510","FRA"
"S1528_2006",0.0315381656980733,0.0539303515331872,"S1528",2006,"2080033010","SWE"
"S1528_2009",0.15212349702257,0.0037433936262221,"S1528",2009,"2080033010","SWE"
"S1528_2010",0.00817111130227932,0.0326406210650689,"S1528",2010,"2080033010","SWE"
"S1528_2011",0.0569674204145318,0.0291031127313875,"S1528",2011,"2080033010","SWE"
"S1528_2012",0.0129014503441036,0.0437042404846751,"S1528",2012,"2080033010","SWE"
"S1528_2004",0.0593806698801718,0.153162218141192,"S1528",2004,"2080033010","SWE"
"S1528_2005",0.151382933544524,0.0733239912756296,"S1528",2005,"2080033010","SWE"
"S1528_2008",0.0981091737652964,0.0665019279867112,"S1528",2008,"2080033010","SWE"
"S1528_2007",0.151802212379572,0.0841515105196789,"S1528",2007,"2080033010","SWE"
"S1531_2006",0.0348940436364794,0.0622724487979141,"S1531",2006,"2080033010","SWE"
"S1531_2009",0.0315820303369722,0.0366658024342684,"S1531",2009,"2080033010","SWE"
"S1531_2010",0.0561879415464955,0.015477869645538,"S1531",2010,"2080033010","SWE"
"S1531_2011",0.0967274995494617,0.081409274020141,"S1531",2011,"2080033010","SWE"
"S1531_2012",0.0424416635019567,0.0472477168093602,"S1531",2012,"2080033010","SWE"
"S1531_2004",0.0596877803862339,0.0779403745571139,"S1531",2004,"2080033010","SWE"
"S1531_2005",0.153644106157594,0.143512194532177,"S1531",2005,"2080033010","SWE"
"S1531_2008",0.0569660111194337,0.0608220290109744,"S1531",2008,"2080033010","SWE"
"S1531_2007",0.141945790710161,-0.0666996492444075,"S1531",2007,"2080033010","SWE"
"S1542_2006",0.0336431443671701,-0.0012655177606526,"S1542",2006,"2080033080","SWE"
"S1542_2008",0.00607589463879874,-0.0276794409554218,"S1542",2008,"2080033080","SWE"
"S1542_2009",-0.0721560674100106,0.00502144912413141,"S1542",2009,"2080033080","SWE"
"S1542_2010",-0.0448765195381249,0.00952183774623537,"S1542",2010,"2080033080","SWE"
"S1542_2011",-0.0827182003302037,0.0127781879861946,"S1542",2011,"2080033080","SWE"
"S1542_2012",-0.0360887356041372,-0.0171650752724968,"S1542",2012,"2080033080","SWE"
"S1542_2013",-0.00639358171020647,-0.0218824473361673,"S1542",2013,"2080033080","SWE"
"S1542_2004",0.0291178473726884,-0.0324862474236393,"S1542",2004,"2080033080","SWE"
"S1542_2005",0.0650972425223112,0.0123079522695318,"S1542",2005,"2080033080","SWE"
"S1548_2009",-0.360295910451383,-0.226512293126213,"S1548",2009,"2080016510","FRA"
"S1548_2013",-0.202933555857952,-0.142069014783178,"S1548",2013,"2080016510","FRA"
"S1548_2004",-0.360295910451383,-0.226512293126213,"S1548",2004,"2080016510","FRA"
"S1548_2005",-0.0829047157244479,0.0734003770336464,"S1548",2005,"2080016510","FRA"
"S1548_2008",-0.115403970157068,0.0500183940950222,"S1548",2008,"2080016510","FRA"
"S1548_2010",-0.105858656170679,0.0637763471670656,"S1548",2010,"2080016510","FRA"
"S1548_2012",-0.0732408083970154,0.0718973100270823,"S1548",2012,"2080016510","FRA"
"S1548_2007",-0.360295910451383,-0.226512293126213,"S1548",2007,"2080016510","FRA"
"S1554_2006",0.0776068999181872,0.031371275114854,"S1554",2006,"2080033010","SWE"
"S1554_2009",0.12735815055021,-0.0384739544771332,"S1554",2009,"2080033010","SWE"
"S1554_2010",0.136879077519022,0.0300781882193865,"S1554",2010,"2080033010","SWE"
"S1554_2011",0.0503982893342046,0.0980729980268902,"S1554",2011,"2080033010","SWE"
"S1554_2012",0.0276251114538957,0.131730656320296,"S1554",2012,"2080033010","SWE"
"S1554_2004",0.07428412149031,0.0471339745899956,"S1554",2004,"2080033010","SWE"
"S1554_2005",0.127502156628049,-0.0608008838990012,"S1554",2005,"2080033010","SWE"
"S1554_2008",0.0624290759511976,0.0851518257323356,"S1554",2008,"2080033010","SWE"
"S1554_2007",0.156887121667763,0.208003837526864,"S1554",2007,"2080033010","SWE"
"S1558_2006",-0.0789646332266455,0.0670263931900042,"S1558",2006,"2080022150","FRA"
"S1558_2011",-0.150296815654672,0.0237548797232308,"S1558",2011,"2080022150","FRA"
"S1558_2004",-0.102685486854543,0.0575322793701347,"S1558",2004,"2080022150","FRA"
"S1558_2005",-0.0717005339072766,0.0736756368301253,"S1558",2005,"2080022150","FRA"
"S1558_2008",-0.103073295314738,0.059001668998081,"S1558",2008,"2080022150","FRA"
"S1558_2013",-0.137808751845719,0.0443144106665397,"S1558",2013,"2080022150","FRA"
"S1558_2007",-0.12190356596145,0.0293351781018135,"S1558",2007,"2080022150","FRA"
"S1558_2009",-0.100371964511764,0.0249739846510029,"S1558",2009,"2080022150","FRA"
"S1558_2012",-0.116476944911051,0.0502211396458862,"S1558",2012,"2080022150","FRA"
"S1559_2011",0.0173341241231479,0.0351475638368363,"S1559",2011,"2080032600","SWE"
"S1559_2012",0.00549160031041859,0.0331226909476209,"S1559",2012,"2080032600","SWE"
"S1559_2004",0.0054916003104186,0.0331226909476209,"S1559",2004,"2080032600","SWE"
"S1559_2006",0.0054916003104186,0.0331226909476209,"S1559",2006,"2080032600","SWE"
"S1559_2007",0.0267506121060815,0.0362262870668509,"S1559",2007,"2080032600","SWE"
"S1559_2008",0.174692707355243,0.0837999498359436,"S1559",2008,"2080032600","SWE"
"S1559_2009",0.00549160031041859,0.0331226909476209,"S1559",2009,"2080032600","SWE"
"S1559_2010",0.00549160031041859,0.0331226909476209,"S1559",2010,"2080032600","SWE"
"S1562_2009",0.0751797182772022,-0.0456823272893043,"S1562",2009,"2080033120","SWE"
"S1562_2010",0.00196154523724895,-0.0269837749368361,"S1562",2010,"2080033120","SWE"
"S1562_2011",0.0717312915202302,-0.0446266601896069,"S1562",2011,"2080033120","SWE"
"S1562_2012",0.104782853609897,-0.0548432327749436,"S1562",2012,"2080033120","SWE"
"S1562_2004",-0.100521145217486,0.0123179846652188,"S1562",2004,"2080033120","SWE"
"S1562_2005",-0.129686144887022,0.0235967814252671,"S1562",2005,"2080033120","SWE"
"S1562_2006",-0.126912790956207,0.0228561910124716,"S1562",2006,"2080033120","SWE"
"S1562_2013",0.119407123046734,-0.0594253268105282,"S1562",2013,"2080033120","SWE"
"S1562_2007",-0.0898116948313422,0.00733019926059847,"S1562",2007,"2080033120","SWE"
"S1562_2008",0.0933263789790331,-0.0512572857075228,"S1562",2008,"2080033120","SWE"
"S1566_2009",0.0809016539547778,-0.0316940286460538,"S1566",2009,"2080033120","SWE"
"S1566_2010",0.215484111307269,-0.0422298805604037,"S1566",2010,"2080033120","SWE"
"S1566_2011",0.0615226822327637,-0.0320812039189298,"S1566",2011,"2080033120","SWE"
"S1566_2012",0.250996205196312,-0.0586670152374476,"S1566",2012,"2080033120","SWE"
"S1566_2005",0.0494094816108648,-0.0860100391981972,"S1566",2005,"2080033120","SWE"
"S1566_2006",0.0860935682422436,-0.0513666398073675,"S1566",2006,"2080033120","SWE"
"S1566_2013",-0.0876582966520739,0.00125078496178854,"S1566",2013,"2080033120","SWE"
"S1566_2007",-0.0110153151048501,-0.113298440126348,"S1566",2007,"2080033120","SWE"
"S1566_2008",0.00424201917553071,-0.102259489783866,"S1566",2008,"2080033120","SWE"
"S1578_2008",0.0449276852235063,0.131315747581538,"S1578",2008,"2080016510","FRA"
"S1578_2009",-0.360295910451383,-0.226512293126214,"S1578",2009,"2080016510","FRA"
"S1578_2010",-0.360295910451383,-0.226512293126214,"S1578",2010,"2080016510","FRA"
"S1578_2012",-0.360295910451384,-0.226512293126214,"S1578",2012,"2080016510","FRA"
"S1578_2004",-0.360295910451384,-0.226512293126214,"S1578",2004,"2080016510","FRA"
"S1578_2005",-0.0949302607471903,0.072922324326115,"S1578",2005,"2080016510","FRA"
"S1578_2007",-0.0944057692517604,0.0629834763998336,"S1578",2007,"2080016510","FRA"
"S1578_2011",-0.360295910451384,-0.226512293126214,"S1578",2011,"2080016510","FRA"
"S1578_2013",-0.201524452709291,-0.1376181368198,"S1578",2013,"2080016510","FRA"
"S1581_2004",-0.144363295375723,0.0481752441337162,"S1581",2004,"2080032600","SWE"
"S1581_2012",0.0054916003104186,0.0331226909476209,"S1581",2012,"2080032600","SWE"
"S1581_2013",0.0619042511760314,0.0739906698301509,"S1581",2013,"2080032600","SWE"
"S1581_2006",0.0936316719626347,0.0824992481424802,"S1581",2006,"2080032600","SWE"
"S1581_2007",0.0540911355905569,0.0685430721861828,"S1581",2007,"2080032600","SWE"
"S1581_2008",0.0607139629125808,0.0731533468074053,"S1581",2008,"2080032600","SWE"
"S1581_2009",0.176180325387812,0.176204511849584,"S1581",2009,"2080032600","SWE"
"S1581_2010",0.11342658949024,0.113082849254708,"S1581",2010,"2080032600","SWE"
"S1581_2011",0.0339581886659016,0.142168733776089,"S1581",2011,"2080032600","SWE"
"S1587_2006",0.140012137020291,-0.0643013972398601,"S1587",2006,"2080032600","SWE"
