"","basin_ID","Axis","Correlation","Site_ID1","Site_ID2"
"S8131.S8130.1","5080070390","Axis2","0.488933222398863","S8131","S8130"
"S8132.S8130.1","5080070390","Axis2","0.646585876761856","S8132","S8130"
"S8134.S8130.1","5080070390","Axis2","0.656302602967066","S8134","S8130"
"S8135.S8130.1","5080070390","Axis2","0.51005626916397","S8135","S8130"
"S8136.S8130.1","5080070390","Axis2","0.155651633847603","S8136","S8130"
"S8138.S8130.1","5080070390","Axis2","0.811323090418757","S8138","S8130"
"S8132.S8131.1","5080070390","Axis2","0.586915212727809","S8132","S8131"
"S8134.S8131.1","5080070390","Axis2","0.44671939855576","S8134","S8131"
"S8135.S8131.1","5080070390","Axis2","0.253556604906023","S8135","S8131"
"S8136.S8131.1","5080070390","Axis2","0.200704607461489","S8136","S8131"
"S8138.S8131.1","5080070390","Axis2","0.290612757093731","S8138","S8131"
"S8134.S8132.1","5080070390","Axis2","0.316308947705162","S8134","S8132"
"S8135.S8132.1","5080070390","Axis2","0.811661249202061","S8135","S8132"
"S8136.S8132.1","5080070390","Axis2","0.0829744728089114","S8136","S8132"
"S8138.S8132.1","5080070390","Axis2","0.485673664766305","S8138","S8132"
"S8135.S8134.1","5080070390","Axis2","0.426456316569449","S8135","S8134"
"S8136.S8134.1","5080070390","Axis2","0.147021223838117","S8136","S8134"
"S8138.S8134.1","5080070390","Axis2","0.625808265021774","S8138","S8134"
"S8136.S8135.1","5080070390","Axis2","-0.00160789515628236","S8136","S8135"
"S8138.S8135.1","5080070390","Axis2","0.451035212722754","S8138","S8135"
"S8138.S8136.1","5080070390","Axis2","-0.0753750134625367","S8138","S8136"
"S8189.S8188","5080070440","Axis1","0.218054939239226","S8189","S8188"
"S8190.S8188","5080070440","Axis1","-0.431021599199396","S8190","S8188"
"S8191.S8188","5080070440","Axis1","-0.364793196168177","S8191","S8188"
"S8192.S8188","5080070440","Axis1","0.37105656627321","S8192","S8188"
"S8193.S8188","5080070440","Axis1","0.620077132483865","S8193","S8188"
"S8194.S8188","5080070440","Axis1","-0.417940678874207","S8194","S8188"
"S8195.S8188","5080070440","Axis1","0.369639474078906","S8195","S8188"
"S8196.S8188","5080070440","Axis1","0.156356787693272","S8196","S8188"
"S8197.S8188","5080070440","Axis1","0.277267965499854","S8197","S8188"
"S8198.S8188","5080070440","Axis1","-0.0956638059802023","S8198","S8188"
"S8199.S8188","5080070440","Axis1","0.0279341570512248","S8199","S8188"
"S8200.S8188","5080070440","Axis1","-0.591558366571118","S8200","S8188"
"S8201.S8188","5080070440","Axis1","0.112569641344043","S8201","S8188"
"S8202.S8188","5080070440","Axis1","-0.125484870858822","S8202","S8188"
"S8203.S8188","5080070440","Axis1","-0.105578348295458","S8203","S8188"
"S8204.S8188","5080070440","Axis1","-0.455567381525165","S8204","S8188"
"S8205.S8188","5080070440","Axis1","-0.0789014023622271","S8205","S8188"
"S8190.S8189","5080070440","Axis1","-0.559350103492591","S8190","S8189"
"S8191.S8189","5080070440","Axis1","0.424727927516388","S8191","S8189"
"S8192.S8189","5080070440","Axis1","0.130353270469614","S8192","S8189"
"S8193.S8189","5080070440","Axis1","0.303277390891681","S8193","S8189"
"S8194.S8189","5080070440","Axis1","-0.228273208651412","S8194","S8189"
"S8195.S8189","5080070440","Axis1","0.618262828522469","S8195","S8189"
"S8196.S8189","5080070440","Axis1","0.481497681339967","S8196","S8189"
"S8197.S8189","5080070440","Axis1","-0.0476869908382394","S8197","S8189"
"S8198.S8189","5080070440","Axis1","0.355578516395559","S8198","S8189"
"S8199.S8189","5080070440","Axis1","0.0280070924665316","S8199","S8189"
"S8200.S8189","5080070440","Axis1","0.231500812965526","S8200","S8189"
"S8201.S8189","5080070440","Axis1","0.151294849976688","S8201","S8189"
"S8202.S8189","5080070440","Axis1","0.0288165004217641","S8202","S8189"
"S8203.S8189","5080070440","Axis1","0.619483265080782","S8203","S8189"
"S8204.S8189","5080070440","Axis1","0.0973087163561281","S8204","S8189"
"S8205.S8189","5080070440","Axis1","-0.152433137438812","S8205","S8189"
"S8191.S8190","5080070440","Axis1","-0.0442222884683592","S8191","S8190"
"S8192.S8190","5080070440","Axis1","-0.328863892985172","S8192","S8190"
"S8193.S8190","5080070440","Axis1","-0.124129238249141","S8193","S8190"
"S8194.S8190","5080070440","Axis1","0.39733360926357","S8194","S8190"
"S8195.S8190","5080070440","Axis1","-0.383790003377343","S8195","S8190"
"S8196.S8190","5080070440","Axis1","-0.104757869269229","S8196","S8190"
"S8197.S8190","5080070440","Axis1","0.214009269404433","S8197","S8190"
"S8198.S8190","5080070440","Axis1","-0.500597054354861","S8198","S8190"
"S8199.S8190","5080070440","Axis1","0.0132677776447538","S8199","S8190"
"S8200.S8190","5080070440","Axis1","0.356362093889002","S8200","S8190"
"S8201.S8190","5080070440","Axis1","-0.346242430816154","S8201","S8190"
"S8202.S8190","5080070440","Axis1","-0.468518370319073","S8202","S8190"
"S8203.S8190","5080070440","Axis1","-0.518040239142173","S8203","S8190"
"S8204.S8190","5080070440","Axis1","0.562753386376339","S8204","S8190"
"S8205.S8190","5080070440","Axis1","0.0133412621222448","S8205","S8190"
"S8192.S8191","5080070440","Axis1","0.179843795274135","S8192","S8191"
"S8193.S8191","5080070440","Axis1","-0.0306219129062121","S8193","S8191"
"S8194.S8191","5080070440","Axis1","-0.175977757441749","S8194","S8191"
"S8195.S8191","5080070440","Axis1","0.178726447101626","S8195","S8191"
"S8196.S8191","5080070440","Axis1","0.75347009954314","S8196","S8191"
"S8197.S8191","5080070440","Axis1","-0.148955787976397","S8197","S8191"
"S8198.S8191","5080070440","Axis1","0.0994511719376147","S8198","S8191"
"S8199.S8191","5080070440","Axis1","-0.191482036162465","S8199","S8191"
"S8200.S8191","5080070440","Axis1","0.652759936880624","S8200","S8191"
"S8201.S8191","5080070440","Axis1","0.0299665138629493","S8201","S8191"
"S8202.S8191","5080070440","Axis1","0.0116620825530028","S8202","S8191"
"S8203.S8191","5080070440","Axis1","0.152935935839516","S8203","S8191"
"S8204.S8191","5080070440","Axis1","0.437565327010497","S8204","S8191"
"S8205.S8191","5080070440","Axis1","-0.219625854635171","S8205","S8191"
"S8193.S8192","5080070440","Axis1","0.499595972255936","S8193","S8192"
"S8194.S8192","5080070440","Axis1","0.234430157379291","S8194","S8192"
"S8195.S8192","5080070440","Axis1","0.331870821261414","S8195","S8192"
"S8196.S8192","5080070440","Axis1","0.0796802913186261","S8196","S8192"
"S8197.S8192","5080070440","Axis1","0.132730187950573","S8197","S8192"
"S8198.S8192","5080070440","Axis1","0.113927354571403","S8198","S8192"
"S8199.S8192","5080070440","Axis1","-0.455894461309742","S8199","S8192"
"S8200.S8192","5080070440","Axis1","-0.283225146753595","S8200","S8192"
"S8201.S8192","5080070440","Axis1","0.316306230123059","S8201","S8192"
"S8202.S8192","5080070440","Axis1","-0.0741399465673654","S8202","S8192"
"S8203.S8192","5080070440","Axis1","0.341100953798386","S8203","S8192"
"S8204.S8192","5080070440","Axis1","0.129630603461542","S8204","S8192"
"S8205.S8192","5080070440","Axis1","-0.144577575081932","S8205","S8192"
"S8194.S8193","5080070440","Axis1","0.132041113118612","S8194","S8193"
"S8195.S8193","5080070440","Axis1","0.239916868373137","S8195","S8193"
"S8196.S8193","5080070440","Axis1","0.1231698606136","S8196","S8193"
"S8197.S8193","5080070440","Axis1","0.264553018797563","S8197","S8193"
"S8198.S8193","5080070440","Axis1","-0.077140793826941","S8198","S8193"
"S8199.S8193","5080070440","Axis1","-0.490308564831432","S8199","S8193"
"S8200.S8193","5080070440","Axis1","-0.14356526217173","S8200","S8193"
"S8201.S8193","5080070440","Axis1","-0.294517339917706","S8201","S8193"
"S8202.S8193","5080070440","Axis1","0.0484796992373188","S8202","S8193"
"S8203.S8193","5080070440","Axis1","-0.104742114319047","S8203","S8193"
"S8204.S8193","5080070440","Axis1","0.0512413522312945","S8204","S8193"
"S8205.S8193","5080070440","Axis1","-0.330980974334869","S8205","S8193"
"S8195.S8194","5080070440","Axis1","-0.248098598508301","S8195","S8194"
"S8196.S8194","5080070440","Axis1","-0.602913140808541","S8196","S8194"
"S8197.S8194","5080070440","Axis1","-0.0317197917793998","S8197","S8194"
"S8198.S8194","5080070440","Axis1","0.0654446292795957","S8198","S8194"
"S8199.S8194","5080070440","Axis1","-0.262058693166857","S8199","S8194"
"S8200.S8194","5080070440","Axis1","0.181560459802469","S8200","S8194"
"S8201.S8194","5080070440","Axis1","-0.147293321561961","S8201","S8194"
"S8202.S8194","5080070440","Axis1","-0.0743055712345476","S8202","S8194"
"S8203.S8194","5080070440","Axis1","0.167278947729897","S8203","S8194"
"S8204.S8194","5080070440","Axis1","0.465157783681917","S8204","S8194"
"S8205.S8194","5080070440","Axis1","0.0498453959954232","S8205","S8194"
"S8196.S8195","5080070440","Axis1","0.508184253401","S8196","S8195"
"S8197.S8195","5080070440","Axis1","-0.0378147395452988","S8197","S8195"
"S8198.S8195","5080070440","Axis1","-0.161081093930744","S8198","S8195"
"S8199.S8195","5080070440","Axis1","0.235774275001352","S8199","S8195"
"S8200.S8195","5080070440","Axis1","-0.185741599132325","S8200","S8195"
"S8201.S8195","5080070440","Axis1","0.118681051607229","S8201","S8195"
"S8202.S8195","5080070440","Axis1","-0.33874085563003","S8202","S8195"
"S8203.S8195","5080070440","Axis1","0.591105107008108","S8203","S8195"
"S8204.S8195","5080070440","Axis1","-0.160036426290579","S8204","S8195"
"S8205.S8195","5080070440","Axis1","-0.639188506782643","S8205","S8195"
"S8197.S8196","5080070440","Axis1","-0.0202617768511223","S8197","S8196"
"S8198.S8196","5080070440","Axis1","-0.211489708965726","S8198","S8196"
"S8199.S8196","5080070440","Axis1","0.155041593199778","S8199","S8196"
"S8200.S8196","5080070440","Axis1","0.360761744565781","S8200","S8196"
"S8201.S8196","5080070440","Axis1","-0.0097934565410523","S8201","S8196"
"S8202.S8196","5080070440","Axis1","-0.269208281529973","S8202","S8196"
"S8203.S8196","5080070440","Axis1","-0.0295057745095415","S8203","S8196"
"S8204.S8196","5080070440","Axis1","0.0793133045775665","S8204","S8196"
"S8205.S8196","5080070440","Axis1","-0.426380045446054","S8205","S8196"
"S8198.S8197","5080070440","Axis1","0.354014277090793","S8198","S8197"
"S8199.S8197","5080070440","Axis1","-0.00291986793887897","S8199","S8197"
"S8200.S8197","5080070440","Axis1","0.142771163818676","S8200","S8197"
"S8201.S8197","5080070440","Axis1","0.522251671602038","S8201","S8197"
"S8202.S8197","5080070440","Axis1","0.0205608352557668","S8202","S8197"
"S8203.S8197","5080070440","Axis1","-0.0316061038765819","S8203","S8197"
"S8204.S8197","5080070440","Axis1","0.35834146975659","S8204","S8197"
"S8205.S8197","5080070440","Axis1","0.285349458731428","S8205","S8197"
"S8199.S8198","5080070440","Axis1","-0.0281185482432463","S8199","S8198"
"S8200.S8198","5080070440","Axis1","0.288171449464007","S8200","S8198"
"S8201.S8198","5080070440","Axis1","0.668580372543719","S8201","S8198"
"S8202.S8198","5080070440","Axis1","0.628198528612752","S8202","S8198"
"S8203.S8198","5080070440","Axis1","0.490318709759046","S8203","S8198"
"S8204.S8198","5080070440","Axis1","0.103200647137294","S8204","S8198"
"S8205.S8198","5080070440","Axis1","0.516153185872572","S8205","S8198"
"S8200.S8199","5080070440","Axis1","0.142692752731439","S8200","S8199"
"S8201.S8199","5080070440","Axis1","0.266515263999296","S8201","S8199"
"S8202.S8199","5080070440","Axis1","-0.340010490313205","S8202","S8199"
"S8203.S8199","5080070440","Axis1","0.0307775683085559","S8203","S8199"
"S8204.S8199","5080070440","Axis1","-0.343034452367612","S8204","S8199"
"S8205.S8199","5080070440","Axis1","-0.00500071898084129","S8205","S8199"
"S8201.S8200","5080070440","Axis1","0.0187015558385454","S8201","S8200"
"S8202.S8200","5080070440","Axis1","0.0455578138820606","S8202","S8200"
"S8203.S8200","5080070440","Axis1","-0.0225080847927882","S8203","S8200"
"S8204.S8200","5080070440","Axis1","0.592196507079748","S8204","S8200"
"S8205.S8200","5080070440","Axis1","0.0505573833994366","S8205","S8200"
"S8202.S8201","5080070440","Axis1","0.0390730187893884","S8202","S8201"
"S8203.S8201","5080070440","Axis1","0.500009947759073","S8203","S8201"
"S8204.S8201","5080070440","Axis1","0.117452028346786","S8204","S8201"
"S8205.S8201","5080070440","Axis1","0.515060609990706","S8205","S8201"
"S8203.S8202","5080070440","Axis1","0.0570165935170064","S8203","S8202"
"S8204.S8202","5080070440","Axis1","-0.298379445720986","S8204","S8202"
"S8205.S8202","5080070440","Axis1","0.104214854113652","S8205","S8202"
"S8204.S8203","5080070440","Axis1","0.129848196864529","S8204","S8203"
"S8205.S8203","5080070440","Axis1","-0.0488157079002284","S8205","S8203"
"S8205.S8204","5080070440","Axis1","0.253636669132069","S8205","S8204"
"S8189.S8188.1","5080070440","Axis2","0.236661481822426","S8189","S8188"
"S8190.S8188.1","5080070440","Axis2","-0.460681567120159","S8190","S8188"
"S8191.S8188.1","5080070440","Axis2","-0.128617377173801","S8191","S8188"
"S8192.S8188.1","5080070440","Axis2","0.407107830058843","S8192","S8188"
"S8193.S8188.1","5080070440","Axis2","0.608721781220957","S8193","S8188"
"S8194.S8188.1","5080070440","Axis2","-0.405979624884144","S8194","S8188"
"S8195.S8188.1","5080070440","Axis2","0.413986206925812","S8195","S8188"
"S8196.S8188.1","5080070440","Axis2","0.343380739812663","S8196","S8188"
"S8197.S8188.1","5080070440","Axis2","0.0971893728171595","S8197","S8188"
"S8198.S8188.1","5080070440","Axis2","-0.185959043155712","S8198","S8188"
"S8199.S8188.1","5080070440","Axis2","0.0366382590976789","S8199","S8188"
"S8200.S8188.1","5080070440","Axis2","-0.667509918312237","S8200","S8188"
"S8201.S8188.1","5080070440","Axis2","0.097478645205917","S8201","S8188"
"S8202.S8188.1","5080070440","Axis2","-0.0342234061025169","S8202","S8188"
"S8203.S8188.1","5080070440","Axis2","-0.125733949221206","S8203","S8188"
"S8204.S8188.1","5080070440","Axis2","-0.545629466713249","S8204","S8188"
"S8205.S8188.1","5080070440","Axis2","-0.49273273723645","S8205","S8188"
"S8190.S8189.1","5080070440","Axis2","-0.365251031852904","S8190","S8189"
"S8191.S8189.1","5080070440","Axis2","0.543520924642723","S8191","S8189"
"S8192.S8189.1","5080070440","Axis2","0.23611336174781","S8192","S8189"
"S8193.S8189.1","5080070440","Axis2","0.297381234384958","S8193","S8189"
"S8194.S8189.1","5080070440","Axis2","-0.246710700868665","S8194","S8189"
"S8195.S8189.1","5080070440","Axis2","0.651246629360526","S8195","S8189"
"S8196.S8189.1","5080070440","Axis2","0.489368175718414","S8196","S8189"
"S8197.S8189.1","5080070440","Axis2","-0.00830955493996215","S8197","S8189"
"S8198.S8189.1","5080070440","Axis2","0.328870227159055","S8198","S8189"
"S8199.S8189.1","5080070440","Axis2","0.220886077443847","S8199","S8189"
"S8200.S8189.1","5080070440","Axis2","0.297136817687311","S8200","S8189"
"S8201.S8189.1","5080070440","Axis2","0.208926965479622","S8201","S8189"
"S8202.S8189.1","5080070440","Axis2","0.0525109484518999","S8202","S8189"
"S8203.S8189.1","5080070440","Axis2","0.568649488795036","S8203","S8189"
"S8204.S8189.1","5080070440","Axis2","0.293527519688519","S8204","S8189"
"S8205.S8189.1","5080070440","Axis2","-0.550510243940701","S8205","S8189"
"S8191.S8190.1","5080070440","Axis2","0.16225300039703","S8191","S8190"
"S8192.S8190.1","5080070440","Axis2","-0.0757933653142089","S8192","S8190"
"S8193.S8190.1","5080070440","Axis2","-0.392722856374194","S8193","S8190"
"S8194.S8190.1","5080070440","Axis2","0.168472719265901","S8194","S8190"
"S8195.S8190.1","5080070440","Axis2","-0.147283438871434","S8195","S8190"
"S8196.S8190.1","5080070440","Axis2","0.142660327854135","S8196","S8190"
"S8197.S8190.1","5080070440","Axis2","-0.0294430107656468","S8197","S8190"
"S8198.S8190.1","5080070440","Axis2","-0.525093414928235","S8198","S8190"
"S8199.S8190.1","5080070440","Axis2","0.15740965198776","S8199","S8190"
"S8200.S8190.1","5080070440","Axis2","0.31992619949265","S8200","S8190"
"S8201.S8190.1","5080070440","Axis2","-0.178094106798617","S8201","S8190"
"S8202.S8190.1","5080070440","Axis2","-0.274118312209502","S8202","S8190"
"S8203.S8190.1","5080070440","Axis2","-0.249640759155708","S8203","S8190"
"S8204.S8190.1","5080070440","Axis2","0.460063649236894","S8204","S8190"
"S8205.S8190.1","5080070440","Axis2","0.362867941192733","S8205","S8190"
"S8192.S8191.1","5080070440","Axis2","0.464052836955404","S8192","S8191"
"S8193.S8191.1","5080070440","Axis2","0.141825862735913","S8193","S8191"
"S8194.S8191.1","5080070440","Axis2","-0.312552485280324","S8194","S8191"
"S8195.S8191.1","5080070440","Axis2","0.291384696602891","S8195","S8191"
"S8196.S8191.1","5080070440","Axis2","0.784367996078336","S8196","S8191"
"S8197.S8191.1","5080070440","Axis2","0.149251137176084","S8197","S8191"
"S8198.S8191.1","5080070440","Axis2","0.2394033933972","S8198","S8191"
"S8199.S8191.1","5080070440","Axis2","-0.164550901409112","S8199","S8191"
"S8200.S8191.1","5080070440","Axis2","0.474641592475285","S8200","S8191"
"S8201.S8191.1","5080070440","Axis2","0.26376071782719","S8201","S8191"
"S8202.S8191.1","5080070440","Axis2","0.195492583849502","S8202","S8191"
"S8203.S8191.1","5080070440","Axis2","0.239319888085308","S8203","S8191"
"S8204.S8191.1","5080070440","Axis2","0.647562516358441","S8204","S8191"
"S8205.S8191.1","5080070440","Axis2","0.0913511200382942","S8205","S8191"
"S8193.S8192.1","5080070440","Axis2","0.506874547353614","S8193","S8192"
"S8194.S8192.1","5080070440","Axis2","0.0875314914681637","S8194","S8192"
"S8195.S8192.1","5080070440","Axis2","0.50264719988463","S8195","S8192"
"S8196.S8192.1","5080070440","Axis2","0.501675131536521","S8196","S8192"
"S8197.S8192.1","5080070440","Axis2","0.0616343077754278","S8197","S8192"
"S8198.S8192.1","5080070440","Axis2","-0.0262509092646597","S8198","S8192"
"S8199.S8192.1","5080070440","Axis2","-0.305481471144261","S8199","S8192"
"S8200.S8192.1","5080070440","Axis2","-0.246644161527989","S8200","S8192"
"S8201.S8192.1","5080070440","Axis2","0.305740465759899","S8201","S8192"
"S8202.S8192.1","5080070440","Axis2","-0.0229058115944424","S8202","S8192"
"S8203.S8192.1","5080070440","Axis2","0.338295577945466","S8203","S8192"
"S8204.S8192.1","5080070440","Axis2","0.0485334528991469","S8204","S8192"
"S8205.S8192.1","5080070440","Axis2","-0.279694496299012","S8205","S8192"
"S8194.S8193.1","5080070440","Axis2","0.0777069387056822","S8194","S8193"
"S8195.S8193.1","5080070440","Axis2","0.296725130176642","S8195","S8193"
"S8196.S8193.1","5080070440","Axis2","0.253634747467353","S8196","S8193"
"S8197.S8193.1","5080070440","Axis2","0.219347586143715","S8197","S8193"
"S8198.S8193.1","5080070440","Axis2","-0.148476342004052","S8198","S8193"
"S8199.S8193.1","5080070440","Axis2","-0.488619563093743","S8199","S8193"
"S8200.S8193.1","5080070440","Axis2","-0.211500710139907","S8200","S8193"
"S8201.S8193.1","5080070440","Axis2","-0.300783366393509","S8201","S8193"
"S8202.S8193.1","5080070440","Axis2","-0.267328445505541","S8202","S8193"
"S8203.S8193.1","5080070440","Axis2","-0.109628165217483","S8203","S8193"
"S8204.S8193.1","5080070440","Axis2","-0.197497716830545","S8204","S8193"
"S8205.S8193.1","5080070440","Axis2","-0.468900291222747","S8205","S8193"
"S8195.S8194.1","5080070440","Axis2","-0.23639793843553","S8195","S8194"
"S8196.S8194.1","5080070440","Axis2","-0.629468460070685","S8196","S8194"
"S8197.S8194.1","5080070440","Axis2","0.0450497212520997","S8197","S8194"
"S8198.S8194.1","5080070440","Axis2","0.0110453958218031","S8198","S8194"
"S8199.S8194.1","5080070440","Axis2","-0.187367885703103","S8199","S8194"
"S8200.S8194.1","5080070440","Axis2","0.243305226445115","S8200","S8194"
"S8201.S8194.1","5080070440","Axis2","-0.178999380581916","S8201","S8194"
"S8202.S8194.1","5080070440","Axis2","-0.512482690512578","S8202","S8194"
"S8203.S8194.1","5080070440","Axis2","0.203720508083367","S8203","S8194"
"S8204.S8194.1","5080070440","Axis2","0.127624367589314","S8204","S8194"
"S8205.S8194.1","5080070440","Axis2","-0.0225829621721375","S8205","S8194"
"S8196.S8195.1","5080070440","Axis2","0.466289402765268","S8196","S8195"
"S8197.S8195.1","5080070440","Axis2","-0.155318807153519","S8197","S8195"
"S8198.S8195.1","5080070440","Axis2","-0.152649723216918","S8198","S8195"
"S8199.S8195.1","5080070440","Axis2","0.183460583773577","S8199","S8195"
"S8200.S8195.1","5080070440","Axis2","-0.199373534064101","S8200","S8195"
"S8201.S8195.1","5080070440","Axis2","0.141418868931074","S8201","S8195"
"S8202.S8195.1","5080070440","Axis2","0.199612397007764","S8202","S8195"
"S8203.S8195.1","5080070440","Axis2","0.61134918491237","S8203","S8195"
"S8204.S8195.1","5080070440","Axis2","0.0647779615134915","S8204","S8195"
"S8205.S8195.1","5080070440","Axis2","-0.705991165688845","S8205","S8195"
"S8197.S8196.1","5080070440","Axis2","-0.129729221466992","S8197","S8196"
"S8198.S8196.1","5080070440","Axis2","-0.1974471654882","S8198","S8196"
"S8199.S8196.1","5080070440","Axis2","-0.00128101143344011","S8199","S8196"
"S8200.S8196.1","5080070440","Axis2","0.0218081077931932","S8200","S8196"
"S8201.S8196.1","5080070440","Axis2","0.0838445624155217","S8201","S8196"
"S8202.S8196.1","5080070440","Axis2","0.066567525431896","S8202","S8196"
"S8203.S8196.1","5080070440","Axis2","-0.0365747509028703","S8203","S8196"
"S8204.S8196.1","5080070440","Axis2","0.193573246945165","S8204","S8196"
"S8205.S8196.1","5080070440","Axis2","-0.159258929625974","S8205","S8196"
"S8198.S8197.1","5080070440","Axis2","0.468526014872126","S8198","S8197"
"S8199.S8197.1","5080070440","Axis2","-0.131530915190473","S8199","S8197"
"S8200.S8197.1","5080070440","Axis2","0.197387191799598","S8200","S8197"
"S8201.S8197.1","5080070440","Axis2","0.475198248771616","S8201","S8197"
"S8202.S8197.1","5080070440","Axis2","0.274701520914527","S8202","S8197"
"S8203.S8197.1","5080070440","Axis2","0.032396362396628","S8203","S8197"
"S8204.S8197.1","5080070440","Axis2","0.460698749282471","S8204","S8197"
"S8205.S8197.1","5080070440","Axis2","0.316724124344859","S8205","S8197"
"S8199.S8198.1","5080070440","Axis2","0.0514569442989532","S8199","S8198"
"S8200.S8198.1","5080070440","Axis2","0.369624897510983","S8200","S8198"
"S8201.S8198.1","5080070440","Axis2","0.698714469611413","S8201","S8198"
"S8202.S8198.1","5080070440","Axis2","0.423447529801288","S8202","S8198"
"S8203.S8198.1","5080070440","Axis2","0.46781747193259","S8203","S8198"
"S8204.S8198.1","5080070440","Axis2","0.356521127944526","S8204","S8198"
"S8205.S8198.1","5080070440","Axis2","0.182827572311296","S8205","S8198"
"S8200.S8199.1","5080070440","Axis2","0.237166245316094","S8200","S8199"
"S8201.S8199.1","5080070440","Axis2","0.320848869572418","S8201","S8199"
"S8202.S8199.1","5080070440","Axis2","-0.184927627425027","S8202","S8199"
"S8203.S8199.1","5080070440","Axis2","0.102927056564276","S8203","S8199"
"S8204.S8199.1","5080070440","Axis2","0.169257335646721","S8204","S8199"
"S8205.S8199.1","5080070440","Axis2","-0.355719534656933","S8205","S8199"
"S8201.S8200.1","5080070440","Axis2","0.0459933683192666","S8201","S8200"
"S8202.S8200.1","5080070440","Axis2","-0.230126284282431","S8202","S8200"
"S8203.S8200.1","5080070440","Axis2","0.10610746865301","S8203","S8200"
"S8204.S8200.1","5080070440","Axis2","0.840352568748882","S8204","S8200"
"S8205.S8200.1","5080070440","Axis2","0.107212543627157","S8205","S8200"
"S8202.S8201.1","5080070440","Axis2","0.487348950462971","S8202","S8201"
"S8203.S8201.1","5080070440","Axis2","0.512490798902821","S8203","S8201"
"S8204.S8201.1","5080070440","Axis2","0.33776331658394","S8204","S8201"
"S8205.S8201.1","5080070440","Axis2","0.155861613528497","S8205","S8201"
"S8203.S8202.1","5080070440","Axis2","0.375939495135236","S8203","S8202"
"S8204.S8202.1","5080070440","Axis2","0.0819626201819369","S8204","S8202"
"S8205.S8202.1","5080070440","Axis2","0.343600732184891","S8205","S8202"
"S8204.S8203.1","5080070440","Axis2","0.307237698743904","S8204","S8203"
"S8205.S8203.1","5080070440","Axis2","-0.277705367744744","S8205","S8203"
"S8205.S8204.1","5080070440","Axis2","0.195842918099324","S8205","S8204"
"S8286.S8284","2080030100","Axis1","0.931395396495675","S8286","S8284"
"S8295.S8284","2080030100","Axis1","0.281080050189447","S8295","S8284"
"S8298.S8284","2080030100","Axis1","0.335857968305533","S8298","S8284"
"S8302.S8284","2080030100","Axis1","0.129989367460131","S8302","S8284"
"S8330.S8284","2080030100","Axis1","0.0484213187157512","S8330","S8284"
"S8341.S8284","2080030100","Axis1","0.436101503308499","S8341","S8284"
"S8355.S8284","2080030100","Axis1","0.679655252463876","S8355","S8284"
"S8362.S8284","2080030100","Axis1","0.530396802690469","S8362","S8284"
"S8379.S8284","2080030100","Axis1","0.419651609133465","S8379","S8284"
"S8387.S8284","2080030100","Axis1","0.486636522108711","S8387","S8284"
"S8388.S8284","2080030100","Axis1","-0.366783188182494","S8388","S8284"
"S8390.S8284","2080030100","Axis1","-0.298693812166791","S8390","S8284"
"S8391.S8284","2080030100","Axis1","0.544931965515113","S8391","S8284"
"S8392.S8284","2080030100","Axis1","0.477312459841892","S8392","S8284"
"S8433.S8284","2080030100","Axis1","0.472523603282602","S8433","S8284"
"S8476.S8284","2080030100","Axis1","0.388445423914275","S8476","S8284"
"S8477.S8284","2080030100","Axis1","0.707642052416234","S8477","S8284"
"S8478.S8284","2080030100","Axis1","0.401428156073178","S8478","S8284"
"S8484.S8284","2080030100","Axis1","0.312692218743228","S8484","S8284"
"S8485.S8284","2080030100","Axis1","0.339473226032794","S8485","S8284"
"S8486.S8284","2080030100","Axis1","0.566765773247709","S8486","S8284"
"S8490.S8284","2080030100","Axis1","0.472411781328362","S8490","S8284"
"S8492.S8284","2080030100","Axis1","0.544654993498796","S8492","S8284"
"S8493.S8284","2080030100","Axis1","0.482794753217952","S8493","S8284"
"S8494.S8284","2080030100","Axis1","0.313644691164231","S8494","S8284"
"S8496.S8284","2080030100","Axis1","0.277949537391096","S8496","S8284"
"S8295.S8286","2080030100","Axis1","0.466839973300596","S8295","S8286"
"S8298.S8286","2080030100","Axis1","0.439830706186376","S8298","S8286"
"S8302.S8286","2080030100","Axis1","0.231523925656552","S8302","S8286"
"S8330.S8286","2080030100","Axis1","0.142295252234674","S8330","S8286"
"S8341.S8286","2080030100","Axis1","0.254823437015625","S8341","S8286"
"S8355.S8286","2080030100","Axis1","0.653329495148652","S8355","S8286"
"S8362.S8286","2080030100","Axis1","0.589524964496413","S8362","S8286"
"S8379.S8286","2080030100","Axis1","0.35652578719869","S8379","S8286"
"S8387.S8286","2080030100","Axis1","0.364261424379344","S8387","S8286"
"S8388.S8286","2080030100","Axis1","-0.199556890523939","S8388","S8286"
"S8390.S8286","2080030100","Axis1","-0.145631905134624","S8390","S8286"
"S8391.S8286","2080030100","Axis1","0.637052465233953","S8391","S8286"
"S8392.S8286","2080030100","Axis1","0.442985433917836","S8392","S8286"
"S8433.S8286","2080030100","Axis1","0.458232314419984","S8433","S8286"
"S8476.S8286","2080030100","Axis1","0.14328443326369","S8476","S8286"
"S8477.S8286","2080030100","Axis1","0.62731054759822","S8477","S8286"
"S8478.S8286","2080030100","Axis1","0.325173954444222","S8478","S8286"
"S8484.S8286","2080030100","Axis1","0.288254598444628","S8484","S8286"
"S8485.S8286","2080030100","Axis1","0.256094633924207","S8485","S8286"
